PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
3028,144206581.0,71470.0,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC(=O)CC,Inconclusive,20.0,,,active agonist,active agonist,0.00779114,125.508,inconclusive antagonist,35.476,-44.8383,APAC
3029,144206582.0,55483.0,C1=CC=C(C=C1)CCNCCCCCCNCCC2=CC(=C(C=C2)O)O,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,26.6032,-62.0899,APAC
3030,144206583.0,21070.0,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3031,144206584.0,259329.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,Inactive,0.0,,,inactive,inactive,,0,inconclusive agonist,,,APAC
3032,144206585.0,53315792.0,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)OC(=O)C3=CC=CC=C3C(=O)O)O)COC(=O)C)O)OC(=O)C4=CC=CC=C4C(=O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3033,144206586.0,6917787.0,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3034,144206587.0,24762.0,CCCCCCCCCCCCCCCCCC(=O)OCCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3035,144206588.0,644077.0,C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3036,144206589.0,5284483.0,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3037,144206590.0,20054942.0,CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@@H]([C@H]([C@H]([C@H](O4)C(CO)N)O)O)O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,APAC
3038,144206591.0,15895902.0,CCC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C.[Na+],Inconclusive,20.0,,,active agonist,active agonist,26.6032,53.6472,inactive,,0,Apin
3039,144206592.0,10288.0,CC1=CC2=C(C(=C1)O)C(=C3C(=C2)C=CC=C3O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Apin
3040,144206593.0,999.0,C1=CC=C(C=C1)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ART-CHEM
3041,144206594.0,10382.0,C1=CC=C(C=C1)NC(=O)CS,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ART-CHEM
3042,144206595.0,2723816.0,CCC(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ASDI
3043,144206596.0,4117.0,CC(CC1=CC=CC=C1OC)NC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ASDI
3044,144206597.0,6322.0,C(C[C@@H](C(=O)O)N)CN=C(N)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ASDI
3045,144206598.0,5833.0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,Active,45.0,,,active antagonist,active antagonist,24.6377,-67.2847,inactive,,0,Asinex
3046,144206599.0,4595.0,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Asinex
3047,144206600.0,6249.0,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Asinex
3048,144206601.0,171548.0,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Asinex
3049,144206602.0,64949.0,C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,6.68242,-25.7373,inactive,,0,Beta Pharma
3050,144206603.0,23327.0,C(CC(=O)O)[C@H](C(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
3051,144206604.0,33032.0,C(CC(=O)O)[C@@H](C(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
3052,144206605.0,71346.0,CS(=O)(=O)O.C1CCC2(C1)CC(=O)N(C(=O)C2)CCNCC3COC4=CC=CC=C4O3,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,33.4915,-40.6604,active antagonist,33.4915,-59.051,BIOMOL
3053,144206606.0,443385.0,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)OP(=O)(O)O)O)O)[C@H](C)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
3054,144206607.0,16211197.0,C([C@H](C(=O)O)N)C(=O)N.O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
3055,144206608.0,6433339.0,CC[N+](CC)(CC)CCOC1=CC=C(C=C1)/C=C/C2=CC=CC=C2.[I-],Active,45.0,,,active antagonist,active antagonist,27.644,-75.0157,inactive,,0,BIOMOL
3056,144206609.0,4436.0,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
3057,144206610.0,6420042.0,C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24.C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
3058,144206611.0,55652.0,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)CC4=CC(=C(C=C4)Cl)Cl,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,BIOMOL
3059,144206612.0,9305.0,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
3060,144206613.0,135508550.0,C[C@H]1C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCNC(=N2)N)CNC(=O)C[C@H](CCCN)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
3061,144206614.0,5283344.0,CCCCCC(/C=C/C=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOMOL
3062,144206615.0,92151.0,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,BIOTREND
3063,144206616.0,6328684.0,CCCCNC(C)(C)[P+](=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Bosche
3064,144206617.0,23672302.0,CC(C)(C)C1=CC2=C(C=C1)C(=C(C=C2)C(C)(C)C)S(=O)(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Bosche
3065,144206618.0,6400441.0,C[C@H]([C@@H](CO)NC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)O)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)[C@@H](CC5=CC=CC=C5)N)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Bosche
3066,144206619.0,44460585.0,CCC(C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@@H]([C@@H](O7)C)NC(=O)C)OC)OC)\C)C,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,Bosche
3067,144206620.0,240.0,C1=CC=C(C=C1)C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,CarsonNewman-SPECS
3068,144206621.0,9719.0,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,11.8832,-90.3066,inconclusive antagonist,23.7101,-70.0975,Chembridge
3069,144206622.0,3016.0,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Inconclusive,20.0,,,active agonist,active agonist,23.7101,65.0211,inactive,,0,Chembridge
3070,144206623.0,135565635.0,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(N3)C=CC(=C4)O)N,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,0.348017,-35.2519,active antagonist,0.223838,-38.5286,Chemdea
3071,144206624.0,3055.0,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Chemdiv
3072,144206625.0,5702068.0,CC(=O)OCC(=O)[C@]1(CCC2[C@@]1(C[C@@H](C3C2CCC4=CC(=O)CC[C@]34C)O)C)O,Inconclusive,20.0,,,active agonist,active agonist,0.110053,100.945,inactive,,0,Chemdiv
3073,144206626.0,65800.0,C1CN1P2(=NP(=NP(=N2)(N3CC3)N4CCOCC4)(N5CC5)N6CC6)N7CC7,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Chemical Block
3074,144206627.0,5507.0,CC1=C(C=CC(=C1)NC2=CC=CC=C2C(=O)O)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Chemical Block
3075,144206628.0,7558.0,CC(CC1CCCCC1)NC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Chemical Block
3076,144206629.0,114948.0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4C[C@H]5[C@@H](CC6=CNC7=CC=CC5=C67)N(C4)C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Chemical Block
3077,144206630.0,11556711.0,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,0.0310171,-66.2933,active antagonist,0.0721552,-48.0202,ChemieTek
3078,144206631.0,8293.0,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Chemos
3079,144206632.0,148192.0,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inconclusive antagonist,29.8493,-59.5904,Chemos
3080,144206633.0,50491.0,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)OCOC(=O)C(C)(C)C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,ChemPacific
3081,144206634.0,1923.0,C1=CC2=C(C(=C1)O)N=CC=C2,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,14.9601,-110.581,active antagonist,9.43918,-61.3035,Columbia
3082,144206635.0,6317.0,CC(C)NCC(C1=CC=C(C=C1)[N+](=O)[O-])O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
3083,144206636.0,21640.0,C1=CC=C(C=C1)N2C(=NN=N2)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
3084,144206637.0,54339.0,C1=CC=C(C=C1)CCNC2=NC(=CS2)C3=CC=CC=C3,Inconclusive,20.0,,,active agonist,active agonist,1.49601,100.913,inactive,,0,Enamine
3085,144206638.0,107807.0,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Enamine
3086,144206639.0,148124.0,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,45.5268,-42.8524,active antagonist,24.6377,-82.822,FLUKA
3087,144206640.0,13755.0,CCOC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,FLUKA
3088,144206641.0,16682987.0,CCCCCCCCCCCCCCCCCC(=O)O[Al].O.O,Inconclusive,20.0,,,active agonist,active agonist,13.3332,32.2187,inactive,,0,FLUKA
3089,144206642.0,23705.0,CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],Active,46.0,,,active antagonist,active antagonist,31.0171,-103.709,inconclusive antagonist,,,FLUKA
3090,144206643.0,6058.0,C(CS)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,FLUKA
3091,144206644.0,16760141.0,C[C@@H]\1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N/OC)/[C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C,Inconclusive,10.0,,,inconclusive agonist (cytotoxic),inconclusive agonist,0.037578,22.4107,inconclusive antagonist,10.5909,-31.9836,FLUKA
3092,144206645.0,443382.0,CCCCCCCCCCCCCCCC(=O)OC[C@H]([C@@H](C1=CC=C(C=C1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,16.7855,23.5298,inactive,,0,FLUKA
3093,144206646.0,12449.0,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=CC=C3.OS(=O)(=O)[O-],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,5.5157,-124.261,active antagonist,5.5157,-121.227,FLUKA
3094,144206647.0,8111.0,C(CNCCN)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,FLUKA
3095,144206648.0,77942.0,CC(C)N(CCCl)C(C)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,FLUKA
3096,144206649.0,,,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,FLUKA
3097,144206650.0,3032281.0,CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,FLUKA
3098,144206651.0,6904.0,C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,FLUKA
3099,144206652.0,93184.0,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC5=C(CCC5)C=C4)C(=O)O)C,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,18.8336,22.8907,inactive,,0,GVK
3100,144206653.0,8550.0,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,29.8493,-71.8982,inconclusive antagonist,31.618,-37.647,GVK
3101,144206654.0,444212.0,C(/C(=C\C(=O)O)/C(=O)O)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,INDOFINE
3102,144206655.0,5282593.0,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,INDOFINE
3103,144206656.0,444266.0,C(=C\C(=O)O)\C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,INDOFINE
3104,144206657.0,5281250.0,CCCCCCCCCCCCCCCC(=O)O[C@H]1CC(C(=C(C1)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C[C@H](CC2(C)C)OC(=O)CCCCCCCCCCCCCCC)C)\C)\C)/C)/C)(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,INDOFINE
3105,144206658.0,4041.0,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Innovapharm
3106,144206659.0,23668516.0,CCCCC(=O)[O-].[K+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Innovapharm
3107,144206660.0,3715.0,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
3108,144206661.0,1548955.0,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\Cl)/C3=CC=CC=C3,Active,56.0,,,active antagonist,active antagonist,3.10171,-104.626,inconclusive antagonist,29.8493,-56.062,InterBioScreen
3109,144206662.0,8225.0,CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)OC(=O)CC)C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,29.8493,-100.608,inconclusive antagonist,33.4915,-52.353,InterBioScreen
3110,144206663.0,7436.0,CNCC(=O)C1=CC(=C(C=C1)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
3111,144206664.0,60196345.0,CC(=O)N[C@@H](C=O)[C@@H]([C@@H]([C@H](CO)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
3112,144206665.0,60196345.0,CC(=O)N[C@@H](C=O)[C@@H]([C@@H]([C@H](CO)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
3113,144206666.0,107715.0,CC(C)[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,33.4915,-37.5401,inconclusive antagonist,31.618,-53.1451,InterBioScreen
3114,144206667.0,14743.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CC[C@]35C,Inconclusive,20.0,,,active agonist,active agonist,0.100676,29.9492,inactive,,0,InterBioScreen
3115,144206668.0,24180680.0,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)OC3CC[C@@]4([C@H]5CC[C@@]6([C@H]([C@H](C[C@@]6([C@@H]5CCC4C3)O)O)C7=CC(=O)OC7)C)C)C)O)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)OC(=O)C,Inconclusive,10.0,,,inconclusive agonist,inconclusive agonist,0.298493,69.349,inactive,,0,InterBioScreen
3116,144206669.0,9548595.0,C/C=C(/CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H]([C@H]4C)O)C)C)\C(C)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
3117,144206670.0,6216.0,CC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)OC(=O)C)O,Inconclusive,20.0,,,active agonist,active agonist,0.149601,96.2114,inactive,,0,InterBioScreen
3118,144206671.0,71264.0,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
3119,144206672.0,23665888.0,CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)[O-].[Na+],Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,25.1151,-133.879,active antagonist,31.0171,-65.0169,InterBioScreen
3120,144206673.0,11065.0,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Inconclusive,30.0,,,inconclusive antagonist,inconclusive antagonist,11.8832,-26.2405,inactive,,0,InterBioScreen
3121,144206674.0,43815.0,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,26.6032,-97.4759,active antagonist,21.1317,-88.767,InterBioScreen
3122,144206675.0,71890.0,C1=CC=C2C(=C1)C(=NN=C2NN)CC3=CC=NC=C3,Active,47.0,,,active antagonist,active antagonist,20.3361,-87.9901,inactive,,0,InterBioScreen
3123,144206676.0,63002.0,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,InterBioScreen
3124,144206677.0,4476.0,C1=CC(=CN=C1)C(=O)OCC(COC(=O)C2=CN=CC=C2)(COC(=O)C3=CN=CC=C3)COC(=O)C4=CN=CC=C4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3125,144206678.0,3743.0,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3126,144206679.0,60714.0,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3127,144206680.0,5284584.0,C1CC(=C(N2[C@H]1[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl.O,Inconclusive,20.0,,,active agonist,active agonist,26.6032,114.181,inactive,,0,Kemprotec
3128,144206681.0,60196346.0,CC(=O)OCC(=O)[C@]1(C(=C)CC2[C@@]1(C[C@@H]([C@]3(C2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,Inconclusive,20.0,,,active agonist,active agonist,0.0181246,109.992,inconclusive antagonist,,,Kemprotec
3129,144206682.0,9886081.0,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@@]1([C@@H](C[C@@]([C@H]([C@@H]3C)O)(C)C=C)OC(=O)CO)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3130,144206683.0,443928.0,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)C)F,Inconclusive,20.0,,,active agonist,active agonist,0.0618872,111.054,inactive,,0,Kemprotec
3131,144206684.0,68549.0,CCN(CCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CC3=CC=CC=C3)CCO.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3132,144206685.0,71113.0,CCCC(CCC)C(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3133,144206686.0,5736.0,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Inconclusive,25.0,,,inconclusive antagonist (cytotoxic),active antagonist,27.644,-46.7851,active antagonist,32.2305,-61.7146,Kemprotec
3134,144206687.0,34081.0,C1CC(C(C(C1)(COC(=O)C2=CN=CC=C2)COC(=O)C3=CN=CC=C3)O)(COC(=O)C4=CN=CC=C4)COC(=O)C5=CN=CC=C5,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3135,144206688.0,4870.0,CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3136,144206689.0,198165.0,CC1=CC2=C(C[C@H]3[C@@H]4[C@]2(CCCC4)CCN3C)C=C1.OP(=O)(O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3137,144206690.0,92965.0,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3138,144206691.0,23688977.0,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CN3C=NN=N3)C(=O)[O-])CSC4=NN=CS4.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3139,144206692.0,39912.0,C[C@@H](C1=CC=C(C=C1)CC(C)C)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3140,144206693.0,5284529.0,COC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3141,144206694.0,5876.0,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)C[C@@H](C4=CC(=O)C=C[C@]34C)F)O,Inconclusive,20.0,,,active agonist,active agonist,0.0161535,115.069,inactive,,0,Kemprotec
3142,144206695.0,11693.0,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3143,144206696.0,11693.0,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
3144,144206697.0,2515.0,CCN(CC(C)O)C1=NN=C(C=C1)NNC(=O)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,Kemprotec
